posc_code,posc_name,erm_name,prj
4268,NAD27 Michigan,NADMICHIGAN/GEODETIC,Unknown
26792,NAD27 / Minnesota Central,NAD27/LM2MINCF,NAD_1927_StatePlane_Minnesota_Central_FIPS_2202
26791,NAD27 / Minnesota North,NAD27/LM2MINNF,NAD_1927_StatePlane_Minnesota_North_FIPS_2201
26793,NAD27 / Minnesota South,NAD27/LM2MINSF,NAD_1927_StatePlane_Minnesota_South_FIPS_2203
26794,NAD27 / Mississippi East,NAD27/TMMISSEF,NAD_1927_StatePlane_Mississippi_East_FIPS_2301
26795,NAD27 / Mississippi West,NAD27/TMMISSWF,NAD_1927_StatePlane_Mississippi_West_FIPS_2302
26797,NAD27 / Missouri Central,NAD27/TMISOCF,NAD_1927_StatePlane_Missouri_Central_FIPS_2402
26796,NAD27 / Missouri East,NAD27/TMMISOEF,NAD_1927_StatePlane_Missouri_East_FIPS_2401
26798,NAD27 / Missouri West,NAD27/TMMISOWF,NAD_1927_StatePlane_Missouri_West_FIPS_2403
32002,NAD27 / Montana Central,NAD27/LM2MTCFT,NAD_1927_StatePlane_Montana_Central_FIPS_2502
32001,NAD27 / Montana North,NAD27/LM2MTNFT,NAD_1927_StatePlane_Montana_North_FIPS_2501
32003,NAD27 / Montana South,NAD27/LM2MTSFT,NAD_1927_StatePlane_Montana_South_FIPS_2503
32081,NAD27 / MTM zone 1,NAD27/MTM_ZONE_1,NAD_1927_MTM_1
32082,NAD27 / MTM zone 2,NAD27/MTM_NEWFOUNDLAND_ZONE_2,NAD_1927_MTM_2
32083,NAD27 / MTM zone 3,NAD27/MTM_ZONE_3,NAD_1927_MTM_3
32084,NAD27 / MTM zone 4,NAD27/MTM_ZONE_4,NAD_1927_MTM_4
32085,NAD27 / MTM zone 5,NAD27/MTM_ZONE_5,NAD_1927_MTM_5
32086,NAD27 / MTM zone 6,NAD27/MTM_ZONE_6,NAD_1927_MTM_6
32005,NAD27 / Nebraska North,NAD27/LM2NEBNF,NAD_1927_StatePlane_Nebraska_North_FIPS_2601
32006,NAD27 / Nebraska South,NAD27/LM2NEBSF,NAD_1927_StatePlane_Nebraska_South_FIPS_2602
32008,NAD27 / Nevada Central,NAD27/TMNEVACF,NAD_1927_StatePlane_Nevada_Central_FIPS_2702
32007,NAD27 / Nevada East,NAD27/TMNEVAEF,NAD_1927_StatePlane_Nevada_East_FIPS_2701
32009,NAD27 / Nevada West,NAD27/TMNEVAWF,NAD_1927_StatePlane_Nevada_West_FIPS_2703
32010,NAD27 / New Hampshire,NAD27/TMNEWHFT,NAD_1927_StatePlane_New_Hampshire_FIPS_2800
32011,NAD27 / New Jersey,NAD27/TMNEWJFT,NAD_1927_StatePlane_New_Jersey_FIPS_2900
32013,NAD27 / New Mexico Central,NAD27/TMNEWMCF,NAD_1927_StatePlane_New_Mexico_Central_FIPS_3002
32012,NAD27 / New Mexico East,NAD27/TMNEWMEF,NAD_1927_StatePlane_New_Mexico_East_FIPS_3001
32014,NAD27 / New Mexico West,NAD27/TMNEWMWF,NAD_1927_StatePlane_New_Mexico_West_FIPS_3003
32016,NAD27 / New York Central,NAD27/TMNEWYCF,NAD_1927_StatePlane_New_York_Central_FIPS_3102
32015,NAD27 / New York East,NAD27/TMNEWYEF,NAD_1927_StatePlane_New_York_East_FIPS_3101
32018,NAD27 / New York Long Island,NAD27/L2NEWYLIF,NAD_1927_StatePlane_New_York_Long_Island_FIPS_3104
32017,NAD27 / New York West,NAD27/TMNEWYWF,NAD_1927_StatePlane_New_York_West_FIPS_3103
32019,NAD27 / North Carolina,NAD27/LM2NCAFT,NAD_1927_StatePlane_North_Carolina_FIPS_3200
32020,NAD27 / North Dakota North,NAD27/LM2NDNFT,NAD_1927_StatePlane_North_Dakota_North_FIPS_3301
32021,NAD27 / North Dakota South,NAD27/LM2NDSFT,NAD_1927_StatePlane_North_Dakota_South_FIPS_3302
32022,NAD27 / Ohio North,NAD27/LM2OHINF,NAD_1927_StatePlane_Ohio_North_FIPS_3401
32023,NAD27 / Ohio South,NAD27/LM2OHISF,NAD_1927_StatePlane_Ohio_South_FIPS_3402
32024,NAD27 / Oklahoma North,NAD27/LM2OKLNF,NAD_1927_StatePlane_Oklahoma_North_FIPS_3501
32025,NAD27 / Oklahoma South,NAD27/LM2OKLSF,NAD_1927_StatePlane_Oklahoma_South_FIPS_3502
32026,NAD27 / Oregon North,NAD27/LM2ORENF,NAD_1927_StatePlane_Oregon_North_FIPS_3601
32027,NAD27 / Oregon South,NAD27/LM2ORESF,NAD_1927_StatePlane_Oregon_South_FIPS_3602
32028,NAD27 / Pennsylvania North,NAD27/LM2PANFT,NAD_1927_StatePlane_Pennsylvania_North_FIPS_3701
32029,NAD27 / Pennsylvania South,NAD27/LM2PASFT,NAD_1927_StatePlane_Pennsylvania_South_FIPS_3702
32030,NAD27 / Rhode Island,NAD27/TMRHODIF,NAD_1927_StatePlane_Rhode_Island_FIPS_3800
32031,NAD27 / South Carolina North,NAD27/LM2SCNFT,NAD_1927_StatePlane_South_Carolina_North_FIPS_3901
32033,NAD27 / South Carolina South,NAD27/LM2SCSFT,NAD_1927_StatePlane_South_Carolina_South_FIPS_3902
32034,NAD27 / South Dakota North,NAD27/LM2SDNFT,NAD_1927_StatePlane_South_Dakota_North_FIPS_4001
32035,NAD27 / South Dakota South,NAD27/LM2SDSFT,NAD_1927_StatePlane_South_Dakota_South_FIPS_4002
32036,NAD27 / Tennessee,NAD27/L2TENNF27,Unknown
32039,NAD27 / Texas Central,NAD27/LM2TXCF,NAD_1927_StatePlane_Texas_Central_FIPS_4203
32037,NAD27 / Texas North,NAD27/L2TXNF27,NAD_1927_StatePlane_Texas_North_FIPS_4201
32038,NAD27 / Texas North Central,NAD27/LM2TXNCF,NAD_1927_StatePlane_Texas_North_Central_FIPS_4202
32041,NAD27 / Texas South,NAD27/LM2TXSF,NAD_1927_StatePlane_Texas_South_FIPS_4205
32040,NAD27 / Texas South Central,NAD27/LM2TXSCF,NAD_1927_StatePlane_Texas_South_Central_FIPS_4204
32043,NAD27 / Utah Central,NAD27/LM2UTHCF,NAD_1927_StatePlane_Utah_Central_FIPS_4302
32042,NAD27 / Utah North,NAD27/LM2UTHNF,NAD_1927_StatePlane_Utah_North_FIPS_4301
32044,NAD27 / Utah South,NAD27/LM2UTHSF,NAD_1927_StatePlane_Utah_South_FIPS_4303
26710,NAD27 / UTM zone 10N,NAD27/NUTM10,NAD_1927_UTM_Zone_10N
26711,NAD27 / UTM zone 11N,NAD27/NUTM11,NAD_1927_UTM_Zone_11N
26712,NAD27 / UTM zone 12N,NAD27/NUTM12,NAD_1927_UTM_Zone_12N
26713,NAD27 / UTM zone 13N,NAD27/NUTM13,NAD_1927_UTM_Zone_13N
26714,NAD27 / UTM zone 14N,NAD27/NUTM14,NAD_1927_UTM_Zone_14N
26715,NAD27 / UTM zone 15N,NAD27/NUTM15,NAD_1927_UTM_Zone_15N
26716,NAD27 / UTM zone 16N,NAD27/NUTM16,NAD_1927_UTM_Zone_16N
26717,NAD27 / UTM zone 17N,NAD27/NUTM17,NAD_1927_UTM_Zone_17N
26718,NAD27 / UTM zone 18N,NAD27/NUTM18,NAD_1927_UTM_Zone_18N
26719,NAD27 / UTM zone 19N,NAD27/NUTM19,NAD_1927_UTM_Zone_19N
26720,NAD27 / UTM zone 20N,NAD27/NUTM20,NAD_1927_UTM_Zone_20N
26721,NAD27 / UTM zone 21N,NAD27/NUTM21,NAD_1927_UTM_Zone_21N
26722,NAD27 / UTM zone 22N,NAD27/NUTM22,NAD_1927_UTM_Zone_22N
26703,NAD27 / UTM zone 3N,NAD27/NUTM03,NAD_1927_UTM_Zone_3N
26704,NAD27 / UTM zone 4N,NAD27/NUTM04,NAD_1927_UTM_Zone_4N
26705,NAD27 / UTM zone 5N,NAD27/NUTM05,NAD_1927_UTM_Zone_5N
26706,NAD27 / UTM zone 6N,NAD27/NUTM06,NAD_1927_UTM_Zone_6N
26707,NAD27 / UTM zone 7N,NAD27/NUTM07,NAD_1927_UTM_Zone_7N
26708,NAD27 / UTM zone 8N,NAD27/NUTM08,NAD_1927_UTM_Zone_8N
26709,NAD27 / UTM zone 9N,NAD27/NUTM09,NAD_1927_UTM_Zone_9N
32045,NAD27 / Vermont,NAD27/TMVERMTF,NAD_1927_StatePlane_Vermont_FIPS_4400
32046,NAD27 / Virginia North,NAD27/LM2VIRNF,NAD_1927_StatePlane_Virginia_North_FIPS_4501
32047,NAD27 / Virginia South,NAD27/LM2VIRSF,NAD_1927_StatePlane_Virginia_South_FIPS_4502
32048,NAD27 / Washington North,NAD27/LM2WSHNF,NAD_1927_StatePlane_Washington_North_FIPS_4601
32049,NAD27 / Washington South,NAD27/LM2WSHSF,NAD_1927_StatePlane_Washington_South_FIPS_4602
32050,NAD27 / West Virginia North,NAD27/LM2WVANF,NAD_1927_StatePlane_West_Virginia_North_FIPS_4701
32051,NAD27 / West Virginia South,NAD27/LM2WVASF,NAD_1927_StatePlane_West_Virginia_South_FIPS_4702
32053,NAD27 / Wisconsin Central,NAD27/LM2WISCF,NAD_1927_StatePlane_Wisconsin_Central_FIPS_4802
32052,NAD27 / Wisconsin North,NAD27/LM2WISNF,NAD_1927_StatePlane_Wisconsin_North_FIPS_4801
32054,NAD27 / Wisconsin South,NAD27/LM2WISSF,NAD_1927_StatePlane_Wisconsin_South_FIPS_4803
32055,NAD27 / Wyoming East,NAD27/TMWY01FT,NAD_1927_StatePlane_Wyoming_East_FIPS_4901
32056,NAD27 / Wyoming East Central,NAD27/TMWY02FT,NAD_1927_StatePlane_Wyoming_East_Central_FIPS_4902
32058,NAD27 / Wyoming West,NAD27/TMWY04FT,NAD_1927_StatePlane_Wyoming_West_FIPS_4904
32057,NAD27 / Wyoming West Central,NAD27/TMWY03FT,NAD_1927_StatePlane_Wyoming_West_Central_FIPS_4903
4269,NAD83,NORTH_AMERICAN_DATUM_1983/GEODETIC,North_American_1983
26929,NAD83 / Alabama East,NAD83/TMALABEM,NAD_1983_StatePlane_Alabama_East_FIPS_0101
26930,NAD83 / Alabama West,NAD83/TMALABWM,NAD_1983_StatePlane_Alabama_West_FIPS_0102
26940,NAD83 / Alaska zone 10,NAD83/L2ALS10M,NAD_1983_StatePlane_Alaska_10_FIPS_5010
26932,NAD83 / Alaska zone 2,NAD83/TMALSK2M,NAD_1983_StatePlane_Alaska_2_FIPS_5002
26933,NAD83 / Alaska zone 3,NAD83/TMALSK3M,NAD_1983_StatePlane_Alaska_3_FIPS_5003
26934,NAD83 / Alaska zone 4,NAD83/TMALSK4M,NAD_1983_StatePlane_Alaska_4_FIPS_5004
26935,NAD83 / Alaska zone 5,NAD83/TMALSK5M,NAD_1983_StatePlane_Alaska_5_FIPS_5005
26936,NAD83 / Alaska zone 6,NAD83/TMALSK6M,NAD_1983_StatePlane_Alaska_6_FIPS_5006
26937,NAD83 / Alaska zone 7,NAD83/TMALSK7M,NAD_1983_StatePlane_Alaska_7_FIPS_5007
26938,NAD83 / Alaska zone 8,NAD83/TMALSK8M,NAD_1983_StatePlane_Alaska_8_FIPS_5008
26939,NAD83 / Alaska zone 9,NAD83/TMALSK9M,NAD_1983_StatePlane_Alaska_9_FIPS_5009
26949,NAD83 / Arizona Central,NAD83/TMARIZCF83,NAD_1983_StatePlane_Arizona_Central_FIPS_0202
26948,NAD83 / Arizona East,NAD83/TMARIZEF83,NAD_1983_StatePlane_Arizona_East_FIPS_0201
26950,NAD83 / Arizona West,NAD83/TMARIZWF83,NAD_1983_StatePlane_Arizona_West_FIPS_0203
26951,NAD83 / Arkansas North,NAD83/LM2ARKNM,NAD_1983_StatePlane_Arkansas_North_FIPS_0301
26952,NAD83 / Arkansas South,NAD83/LM2ARKSM,NAD_1983_StatePlane_Arkansas_South_FIPS_0302
26941,NAD83 / California zone 1,NAD83/L2CAL1M,NAD_1983_StatePlane_California_I_FIPS_0401
26942,NAD83 / California zone 2,NAD83/L2CAL2M,NAD_1983_StatePlane_California_II_FIPS_0402
26943,NAD83 / California zone 3,NAD83/L2CAL3M,NAD_1983_StatePlane_California_III_FIPS_0403
26944,NAD83 / California zone 4,NAD83/L2CAL4M,NAD_1983_StatePlane_California_IV_FIPS_0404
26945,NAD83 / California zone 5,NAD83/LM2CAL5M,NAD_1983_StatePlane_California_V_FIPS_0405
26946,NAD83 / California zone 6,NAD83/L2CAL6M,NAD_1983_StatePlane_California_VI_FIPS_0406
26954,NAD83 / Colorado Central,NAD83/L2COLCM,NAD_1983_StatePlane_Colorado_Central_FIPS_0502
26953,NAD83 / Colorado North,NAD83/L2COLNM,NAD_1983_StatePlane_Colorado_North_FIPS_0501
26955,NAD83 / Colorado South,NAD83/L2COLSM,NAD_1983_StatePlane_Colorado_South_FIPS_0503
26956,NAD83 / Connecticut,NAD83/LM2CONNM,NAD_1983_StatePlane_Connecticut_FIPS_0600
4140,NAD83(CSRS98),NAD83_CSRS98/GEODETIC,Unknown
2037,NAD83(CSRS98) / UTM zone 19N,NAD83_CSRS98/UTM_ZONE_19N,Unknown
2038,NAD83(CSRS98) / UTM zone 20N,NAD83_CSRS98/UTM_ZONE_20N,Unknown
26957,NAD83 / Delaware,NAD83/TMDELWRM,NAD_1983_StatePlane_Delaware_FIPS_0700
26958,NAD83 / Florida East,NAD83/TMFLRAEM,NAD_1983_StatePlane_Florida_East_FIPS_0901
26960,NAD83 / Florida North,NAD83/TMFLRANM,NAD_1983_StatePlane_Florida_North_FIPS_0903
26959,NAD83 / Florida West,NAD83/TMFLRAWM,NAD_1983_StatePlane_Florida_West_FIPS_0902
26966,NAD83 / Georgia East,NAD83/TMGEOREM,NAD_1983_StatePlane_Georgia_East_FIPS_1001
26967,NAD83 / Georgia West,NAD83/TMGEORWM,NAD_1983_StatePlane_Georgia_West_FIPS_1002
4152,NAD83(HARN),NAD83_HARN/GEODETIC,GCS_North_American_1983_HARN
26961,NAD83 / Hawaii zone 1,NAD83/TMHAWI1M,NAD_1983_StatePlane_Hawaii_1_FIPS_5101
26962,NAD83 / Hawaii zone 2,NAD83/TMHAWI2M,NAD_1983_StatePlane_Hawaii_2_FIPS_5102
26963,NAD83 / Hawaii zone 3,NAD83/TMHAWI3M,NAD_1983_StatePlane_Hawaii_3_FIPS_5103
26964,NAD83 / Hawaii zone 4,NAD83/TMHAWI4M,NAD_1983_StatePlane_Hawaii_4_FIPS_5104
26965,NAD83 / Hawaii zone 5,NAD83/TMHAWI5M,NAD_1983_StatePlane_Hawaii_5_FIPS_5105
26969,NAD83 / Idaho Central,NAD83/TMIDACM,NAD_1983_StatePlane_Idaho_Central_FIPS_1102
26968,NAD83 / Idaho East,NAD83/TMIDAEM,NAD_1983_StatePlane_Idaho_East_FIPS_1101
26970,NAD83 / Idaho West,NAD83/TMIDAWM,NAD_1983_StatePlane_Idaho_West_FIPS_1103
26971,NAD83 / Illinois East,NAD83/TMILLEM,NAD_1983_StatePlane_Illinois_East_FIPS_1201
26972,NAD83 / Illinois West,NAD83/TMILLWM,NAD_1983_StatePlane_Illinois_West_FIPS_1202
26973,NAD83 / Indiana East,NAD83/TMINDEM,NAD_1983_StatePlane_Indiana_East_FIPS_1301
26974,NAD83 / Indiana West,NAD83/TMINDWM,NAD_1983_StatePlane_Indiana_West_FIPS_1302
26975,NAD83 / Iowa North,NAD83/L2IOWNM,NAD_1983_StatePlane_Iowa_North_FIPS_1401
26976,NAD83 / Iowa South,NAD83/L2IOWSM,NAD_1983_StatePlane_Iowa_South_FIPS_1402
26977,NAD83 / Kansas North,NAD83/LM2KANNM,NAD_1983_StatePlane_Kansas_North_FIPS_1501
26978,NAD83 / Kansas South,NAD83/L2KANSM,NAD_1983_StatePlane_Kansas_South_FIPS_1502
26979,NAD83 / Kentucky North,NAD83/LM2KYNM,Unknown
26980,NAD83 / Kentucky South,NAD83/L2KYSM,NAD_1983_StatePlane_Kentucky_South_FIPS_1602
26981,NAD83 / Louisiana North,NAD83/LM2LANM,NAD_1983_StatePlane_Louisiana_North_FIPS_1701
26982,NAD83 / Louisiana South,NAD83/LM2LASM,NAD_1983_StatePlane_Louisiana_South_FIPS_1702
26983,NAD83 / Maine East,NAD83/TMMAINEM,NAD_1983_StatePlane_Maine_East_FIPS_1801
26984,NAD83 / Maine West,NAD83/TMMAINWM,NAD_1983_StatePlane_Maine_West_FIPS_1802
26985,NAD83 / Maryland,NAD83/L2MARYM,NAD_1983_StatePlane_Maryland_FIPS_1900
26987,NAD83 / Massachusetts Island,NAD83/LM2MASIM,NAD_1983_StatePlane_Massachusetts_Island_FIPS_2002
26986,NAD83 / Massachusetts Mainland,NAD83/L2MASMM,NAD_1983_StatePlane_Massachusetts_Mainland_FIPS_2001
26989,NAD83 / Michigan Central,NAD83/L2MICCM,NAD_1983_StatePlane_Michigan_Central_FIPS_2112
26988,NAD83 / Michigan North,NAD83/L2MICNM,NAD_1983_StatePlane_Michigan_North_FIPS_2111
26990,NAD83 / Michigan South,NAD83/L2MICSM,NAD_1983_StatePlane_Michigan_South_FIPS_2113
26992,NAD83 / Minnesota Central,NAD83/L2MINCM,NAD_1983_StatePlane_Minnesota_Central_FIPS_2202
26991,NAD83 / Minnesota North,NAD83/L2MINNM,NAD_1983_StatePlane_Minnesota_North_FIPS_2201
26993,NAD83 / Minnesota South,NAD83/L2MINSM,NAD_1983_StatePlane_Minnesota_South_FIPS_2203
26994,NAD83 / Mississippi East,NAD83/TMMISSEM,NAD_1983_StatePlane_Mississippi_East_FIPS_2301
26995,NAD83 / Mississippi West,NAD83/TMMISSWM,NAD_1983_StatePlane_Mississippi_West_FIPS_2302
26997,NAD83 / Missouri Central,NAD83/TMMISOCM,NAD_1983_StatePlane_Missouri_Central_FIPS_2402
26996,NAD83 / Missouri East,NAD83/TMMISOEM,NAD_1983_StatePlane_Missouri_East_FIPS_2401
26998,NAD83 / Missouri West,NAD83/TMMISOWM,NAD_1983_StatePlane_Missouri_West_FIPS_2403
32100,NAD83 / Montana,NAD83/LM2MTM,NAD_1983_StatePlane_Montana_FIPS_2500
32181,NAD83 / MTM zone 1,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_1,NAD_1983_MTM_1
32190,NAD83 / MTM zone 10,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_10,NAD_1983_MTM_10
32191,NAD83 / MTM zone 11,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_11,NAD_1983_MTM_11
32192,NAD83 / MTM zone 12,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_12,NAD_1983_MTM_12
32193,NAD83 / MTM zone 13,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_13,NAD_1983_MTM_13
32194,NAD83 / MTM zone 14,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_14,NAD_1983_MTM_14
32195,NAD83 / MTM zone 15,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_15,NAD_1983_MTM_15
32196,NAD83 / MTM zone 16,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_16,NAD_1983_MTM_16
32197,NAD83 / MTM zone 17,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_17,NAD_1983_MTM_17
32182,NAD83 / MTM zone 2,NORTH_AMERICAN_DATUM_1983/MTM_NEWFOUNDLAND_ZONE_2,NAD_1983_MTM_2
32183,NAD83 / MTM zone 3,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_3,NAD_1983_MTM_3
32184,NAD83 / MTM zone 4,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_4,NAD_1983_MTM_4
32185,NAD83 / MTM zone 5,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_5,NAD_1983_MTM_5
32186,NAD83 / MTM zone 6,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_6,NAD_1983_MTM_6
32187,NAD83 / MTM zone 7,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_7,NAD_1983_MTM_7
32188,NAD83 / MTM zone 8,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_8,NAD_1983_MTM_8
32189,NAD83 / MTM zone 9,NORTH_AMERICAN_DATUM_1983/MTM_ZONE_9,NAD_1983_MTM_9
32104,NAD83 / Nebraska,NAD83/LM2NEBM,NAD_1983_StatePlane_Nebraska_FIPS_2600
32108,NAD83 / Nevada Central,NAD83/TMNEVACM,NAD_1983_StatePlane_Nevada_Central_FIPS_2702
32107,NAD83 / Nevada East,NAD83/TMNEVAEM,NAD_1983_StatePlane_Nevada_East_FIPS_2701
32109,NAD83 / Nevada West,NAD83/TMNEVAWM,NAD_1983_StatePlane_Nevada_West_FIPS_2703
32110,NAD83 / New Hampshire,NAD83/TMNEWHM,NAD_1983_StatePlane_New_Hampshire_FIPS_2800
32111,NAD83 / New Jersey,NAD83/TMNEWJM,NAD_1983_StatePlane_New_Jersey_FIPS_2900
32113,NAD83 / New Mexico Central,NAD83/TMNEWMCM,NAD_1983_StatePlane_New_Mexico_Central_FIPS_3002
32112,NAD83 / New Mexico East,NAD83/TMNEWMEM,NAD_1983_StatePlane_New_Mexico_East_FIPS_3001
32114,NAD83 / New Mexico West,NAD83/TMNEWMWM,NAD_1983_StatePlane_New_Mexico_West_FIPS_3003
32116,NAD83 / New York Central,NAD83/TMNEWYCM,NAD_1983_StatePlane_New_York_Central_FIPS_3102
32115,NAD83 / New York East,NAD83/TMNEWYEM,NAD_1983_StatePlane_New_York_East_FIPS_3101
32118,NAD83 / New York Long Island,NAD83/L2NEWYM,NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104
32117,NAD83 / New York West,NAD83/TMNEWYWM,NAD_1983_StatePlane_New_York_West_FIPS_3103
32119,NAD83 / North Carolina,NAD83/L2NCAM,NAD_1983_StatePlane_North_Carolina_FIPS_3200
32120,NAD83 / North Dakota North,NAD83/LM2NDNM,NAD_1983_StatePlane_North_Dakota_North_FIPS_3301
32121,NAD83 / North Dakota South,NAD83/L2NDSM,NAD_1983_StatePlane_North_Dakota_South_FIPS_3302
32122,NAD83 / Ohio North,NAD83/L2OHINM,NAD_1983_StatePlane_Ohio_North_FIPS_3401
32123,NAD83 / Ohio South,NAD83/L2OHISM,NAD_1983_StatePlane_Ohio_South_FIPS_3402
32124,NAD83 / Oklahoma North,NAD83/LM2OKLNM,NAD_1983_StatePlane_Oklahoma_North_FIPS_3501
32125,NAD83 / Oklahoma South,NAD83/LM2OKLSM,NAD_1983_StatePlane_Oklahoma_South_FIPS_3502
32126,NAD83 / Oregon North,NAD83/L2ORENM,NAD_1983_StatePlane_Oregon_North_FIPS_3601
32127,NAD83 / Oregon South,NAD83/L2ORESM,NAD_1983_StatePlane_Oregon_South_FIPS_3602
32128,NAD83 / Pennsylvania North,NAD83/L2PANM,NAD_1983_StatePlane_Pennsylvania_North_FIPS_3701
32129,NAD83 / Pennsylvania South,NAD83/L2PANS,NAD_1983_StatePlane_Pennsylvania_South_FIPS_3702
32161,NAD83 / Puerto Rico & Virgin Is.,NAD83/L2PRVIM,NAD_1983_StatePlane_Puerto_Rico_Virgin_Islands_FIPS_5200
32198,NAD83 / Quebec Lambert,NORTH_AMERICAN_DATUM_1983/QUEBEC_LAMBERT_PROJECTION,NAD_1983_Quebec_Lambert
32130,NAD83 / Rhode Island,NAD83/TMRHODIM,NAD_1983_StatePlane_Rhode_Island_FIPS_3800
32180,NAD83 / SCoPQ zone 2,NORTH_AMERICAN_DATUM_1983/MTM_QUEBEC_ZONE_2,NAD_1983_MTM_2_SCoPQ
32133,NAD83 / South Carolina,NAD83/L2SCM,NAD_1983_StatePlane_South_Carolina_FIPS_3900
32134,NAD83 / South Dakota North,NAD83/L2SDNM,NAD_1983_StatePlane_South_Dakota_North_FIPS_4001
32135,NAD83 / South Dakota South,NAD83/L2SDSM,NAD_1983_StatePlane_South_Dakota_South_FIPS_4002
32136,NAD83 / Tennessee,NAD83/L2TENNM,NAD_1983_StatePlane_Tennessee_FIPS_4100
32139,NAD83 / Texas Central,NAD83/LM2TXCM,NAD_1983_StatePlane_Texas_Central_FIPS_4203
32137,NAD83 / Texas North,NAD83/L2TXNM,NAD_1983_StatePlane_Texas_North_FIPS_4201
32138,NAD83 / Texas North Central,NAD83/LM2TXNCM,NAD_1983_StatePlane_Texas_North_Central_FIPS_4202
32141,NAD83 / Texas South,NAD83/LM2TXSM,NAD_1983_StatePlane_Texas_South_FIPS_4205
32140,NAD83 / Texas South Central,NAD83/LM2TXSCM,NAD_1983_StatePlane_Texas_South_Central_FIPS_4204
32143,NAD83 / Utah Central,NAD83/L2UTHCM,NAD_1983_StatePlane_Utah_Central_FIPS_4302
32142,NAD83 / Utah North,NAD83/L2UTHNM,NAD_1983_StatePlane_Utah_North_FIPS_4301
32144,NAD83 / Utah South,NAD83/L2UTHSM,NAD_1983_StatePlane_Utah_South_FIPS_4303
26910,NAD83 / UTM zone 10N,NAD83/NUTM10,NAD_1983_UTM_Zone_10N
26911,NAD83 / UTM zone 11N,NAD83/NUTM11,NAD_1983_UTM_Zone_11N
26912,NAD83 / UTM zone 12N,NAD83/NUTM12,NAD_1983_UTM_Zone_12N
26913,NAD83 / UTM zone 13N,NAD83/NUTM13,NAD_1983_UTM_Zone_13N
26914,NAD83 / UTM zone 14N,NAD83/NUTM14,NAD_1983_UTM_Zone_14N
26915,NAD83 / UTM zone 15N,NAD83/NUTM15,NAD_1983_UTM_Zone_15N
26916,NAD83 / UTM zone 16N,NAD83/NUTM16,NAD_1983_UTM_Zone_16N
26917,NAD83 / UTM zone 17N,NAD83/NUTM17,NAD_1983_UTM_Zone_17N
26918,NAD83 / UTM zone 18N,NAD83/NUTM18,NAD_1983_UTM_Zone_18N
26919,NAD83 / UTM zone 19N,NAD83/NUTM19,NAD_1983_UTM_Zone_19N
26920,NAD83 / UTM zone 20N,NAD83/NUTM20,NAD_1983_UTM_Zone_20N
26921,NAD83 / UTM zone 21N,NAD83/NUTM21,NAD_1983_UTM_Zone_21N
26922,NAD83 / UTM zone 22N,NAD83/NUTM22,NAD_1983_UTM_Zone_22N
26923,NAD83 / UTM zone 23N,NAD83/NUTM23,NAD_1983_UTM_Zone_23N
26903,NAD83 / UTM zone 3N,NAD83/NUTM03,NAD_1983_UTM_Zone_3N
26904,NAD83 / UTM zone 4N,NAD83/NUTM04,NAD_1983_UTM_Zone_4N
26905,NAD83 / UTM zone 5N,NAD83/NUTM05,NAD_1983_UTM_Zone_5N
26906,NAD83 / UTM zone 6N,NAD83/NUTM06,NAD_1983_UTM_Zone_6N
26907,NAD83 / UTM zone 7N,NAD83/NUTM07,NAD_1983_UTM_Zone_7N
26908,NAD83 / UTM zone 8N,NAD83/NUTM08,NAD_1983_UTM_Zone_8N
26909,NAD83 / UTM zone 9N,NAD83/NUTM09,NAD_1983_UTM_Zone_9N
32145,NAD83 / Vermont,NAD83/TMVERMTM,NAD_1983_StatePlane_Vermont_FIPS_4400
32146,NAD83 / Virginia North,NAD83/L2VIRNM,NAD_1983_StatePlane_Virginia_North_FIPS_4501
32147,NAD83 / Virginia South,NAD83/L2VIRSM,NAD_1983_StatePlane_Virginia_South_FIPS_4502
32148,NAD83 / Washington North,NAD83/L2WSHNM,NAD_1983_StatePlane_Washington_North_FIPS_4601
32149,NAD83 / Washington South,NAD83/L2WSHSM,NAD_1983_StatePlane_Washington_South_FIPS_4602
32150,NAD83 / West Virginia North,NAD83/L2WVANM,NAD_1983_StatePlane_West_Virginia_North_FIPS_4701
32151,NAD83 / West Virginia South,NAD83/L2WVASM,NAD_1983_StatePlane_West_Virginia_South_FIPS_4702
32153,NAD83 / Wisconsin Central,NAD83/L2WISCM,NAD_1983_StatePlane_Wisconsin_Central_FIPS_4802
32152,NAD83 / Wisconsin North,NAD83/L2WISNM,NAD_1983_StatePlane_Wisconsin_North_FIPS_4801
